credits,dept_num,instructor,keyword,session,term,title,university
3,SOCI 364 001,"Considine, Craig M.",societ,Full Term,Fall Semester 2018,MUSLIMS IN AMERICAN SOCIETY,rice university
1.5,MACC 514 001,"Ramesh, Krishnamoorthy",valu,MBA Module 2,Fall Semester 2018,FAIR VALUE ACCOUNTING,rice university
1.5,MGMP 602 001,"Johnston, Ricky M.",valu,MBA Term II,Fall Semester 2018,ACCOUNTING-BASED VALUATION,rice university
1.5,MGMP 602 002,"Johnston, Ricky M.",valu,PMBA Second Year 6,Fall Semester 2018,ACCOUNTING-BASED VALUATION,rice university
1.5,MGMT 722 001,"Donald, Alastair K.",valu,PMBA Second Year 6,Fall Semester 2018,SUPPLY CHAIN: OPTIMIZING VALUE,rice university
3,ARCH 455 001,"Lord, Tom F.",polic,Full Term,Fall Semester 2018,HOUSE&URBAN PROG:ISSUES POLICY,rice university
3,GLBL 543 001,"Krane, James M.",polic,Full Term,Fall Semester 2018,ENERGY POLICY,rice university
1.5,MGMT 646 001,"Crane, Alan D.",polic,MBA Term II,Fall Semester 2018,CORPORATE INVESTMENT POLICY,rice university
1.5,MGMT 646 002,"Crane, Alan D.",polic,PMBA Second Year 6,Fall Semester 2018,CORPORATE INVESTMENT POLICY,rice university
3,NSCI 530 001,"Lal, Lincy S.",polic,Full Term,Fall Semester 2018,THE SHAPING OF HEALTH POLICY,rice university
3,SOPA 200 001,"Marschall, Melissa J.",polic,Full Term,Fall Semester 2018,APPROACHES TO SOCIAL POLICY,rice university
3,BUSI 305 001,"Peyravan, Leila",account,Full Term,Spring Semester 2019,FINANCIAL ACCOUNTING,rice university
3,BUSI 305 002,"Peyravan, Leila",account,Full Term,Spring Semester 2019,FINANCIAL ACCOUNTING,rice university
3,COMP 301 001,"Peterson, Christine L.
Vardi, Moshe Y.",account,Full Term,Spring Semester 2019,ETHICS & ACCOUNTABILITY IN CS,rice university
3,MACC 502 001,"Butler, Lee Ann E.",account,MBA Full Term Spring,Spring Semester 2019,BUSINESS LAW FOR ACCOUNTANTS,rice university
1.5,MACC 531 001,"Vargus, Mark E.",account,MBA Term II,Spring Semester 2019,ADVANCED MGMT ACCOUNTING,rice university
1.5,MACC 541 001,"Drakey, Kelly M.",account,Jones School MICO 2,Spring Semester 2019,ACCOUNTING CONTROL SYSTEMS,rice university
1.5,MACC 562 001,"Cheek, Danielle S.",account,MBA Term II,Spring Semester 2019,ACCOUNTING & DATA ANALYTICS,rice university
3,MACC 591 001,"Zeff, Stephen A.",account,MBA Full Term Spring,Spring Semester 2019,ACCOUNTING THEORY,rice university
1.5,MGMP 502 001,"Sivaramakrishnan, Konduru",account,PMBA First Year 2,Spring Semester 2019,MANAGERIAL ACCOUNTING,rice university
1.5,MGMP 502 002,"Sivaramakrishnan, Konduru",account,PMBA First Year 2,Spring Semester 2019,MANAGERIAL ACCOUNTING,rice university
1.5,MGMT 502 001,"Johnston, Ricky M.",account,MBA Term I,Spring Semester 2019,MANAGERIAL ACCOUNTING,rice university
1.5,MGMT 502 002,"Johnston, Ricky M.",account,MBA Term I,Spring Semester 2019,MANAGERIAL ACCOUNTING,rice university
1.5,MGMT 802 001,"Sivaramakrishnan, Konduru",account,EMBA Term I,Spring Semester 2019,MANAGERIAL ACCOUNTING,rice university
1.5,MGMW 502 001,"Sivaramakrishnan, Konduru",account,EMBA Term II,Spring Semester 2019,MANAGERIAL ACCOUNTING,rice university
3,HURC 502 001,"Bailar, Melissa A.",critic,Full Term,Spring Semester 2019,CRITICAL PLATFORM STUDIES,rice university
1,LPAP 195 002,"Councill, Cathryn A.",critic,Full Term - No WL Purge,Spring Semester 2019,CRITICAL THINKING IN SEXUALITY,rice university
1,LPAP 195 003,"McMorris, Saralyn D.",critic,Full Term - No WL Purge,Spring Semester 2019,CRITICAL THINKING IN SEXUALITY,rice university
1,LPAP 195 004,"Everett, Jordan P.",critic,Full Term - No WL Purge,Spring Semester 2019,CRITICAL THINKING IN SEXUALITY,rice university
3,SOCI 301 001,"Turley, Ruth N.",equal,Full Term,Spring Semester 2019,SOCIAL INEQUALITY,rice university
4,SOCI 470 001,"Whitehead, Ellen M.",equal,Full Term,Spring Semester 2019,INEQUALITY AND URBAN LIFE,rice university
2,MGMT 643 001,"Foote, Jill",equit,MBA Full Term Spring,Spring Semester 2019,EQUITY PRACTICUM I WRIGHT FUND,rice university
2,MGMT 644 001,"Foote, Jill",equit,MBA Full Term Spring,Spring Semester 2019,EQUITY PRACTICUM II WRIGHT FND,rice university
3,ASIA 338 001,"Donaldson, Brianne G.",ethic,Full Term,Spring Semester 2019,BIOETHICS & INDIAN TRADITIONS,rice university
3,COMP 301 001,"Peterson, Christine L.
Vardi, Moshe Y.",ethic,Full Term,Spring Semester 2019,ETHICS & ACCOUNTABILITY IN CS,rice university
3,DSCI 305 001,"Roberto, Elizabeth M.",ethic,Full Term,Spring Semester 2019,"DATA, ETHICS, AND SOCIETY",rice university
3,ECON 452 001,"El-Gamal, Mahmoud A.",ethic,Full Term,Spring Semester 2019,"RELIGION, ETHICS, & ECONOMICS",rice university
3,NAVA 402 001,"Symons, Timothy",ethic,Full Term,Spring Semester 2019,LEADERSHIP AND ETHICS,rice university
3,NSCI 511 001,"Matthews, Kirstin R.",ethic,Full Term,Spring Semester 2019,"SCIENCE POLICY, AND ETHICS",rice university
3,RCEL 610 001,"Kapusta, Sergio D.",ethic,Full Term,Spring Semester 2019,ETHICS FOR ENGINEERS,rice university
3,AFSC 402 001,,fair,Full Term,Spring Semester 2019,NATIONAL SECURITY AFFAIRS II,rice university
1 TO 6,GLBL 519 002,"Jones, Mark P.",fair,Full Term,Spring Semester 2019,MASTER GLOBAL AFFAIRS INTRNSHP,rice university
3,GLBL 520 001,"Jones, Mark P.",fair,Full Term,Spring Semester 2019,MASTER GLOBAL AFFAIRS CAPSTONE,rice university
3,GLBL 521 001,"Jones, Mark P.",fair,Full Term,Spring Semester 2019,DIR READING IN GLOBAL AFFAIRS,rice university
1 TO 6,UNIV 400 001,"Gorman, Bridget K.",fair,Full Term,Spring Semester 2019,STUDENT AFFAIRS INTERNSHIP,rice university
3,FWIS 127 001,"Henry, Brittany A.",femin,First Year Writing,Spring Semester 2019,FEMINIST FABULATIONS,rice university
3,FWIS 161 001,"Harris, Rebecca",femin,First Year Writing,Spring Semester 2019,FEMINIST CRITIQUE OF THE BIBLE,rice university
3,SWGS 501 001,"Shehabuddin, Rahnuma",femin,Full Term,Spring Semester 2019,FEMINIST DEBATES,rice university
3,ASIA 315 001,"Shehabuddin, Rahnuma",gender,Full Term,Spring Semester 2019,GENDER AND ISLAM,rice university
3,POLI 459 001,"Schwindt-Bayer, Leslie A.",gender,Full Term,Spring Semester 2019,GENDER & REP IN LATIN AMERICA,rice university
3,PSYC 331 001,"King, Eden B.",gender,Full Term,Spring Semester 2019,PSYCHOLOGY OF GENDER,rice university
3,RELI 315 001,"Shehabuddin, Rahnuma",gender,Full Term,Spring Semester 2019,GENDER AND ISLAM,rice university
3,SOCI 389 001,"Bratter, Jenifer L.",gender,Full Term,Spring Semester 2019,"RACE, GENDER, CLASS ON FILM",rice university
3,SWGS 315 001,"Shehabuddin, Rahnuma",gender,Full Term,Spring Semester 2019,GENDER AND ISLAM,rice university
3,SWGS 331 001,"King, Eden B.",gender,Full Term,Spring Semester 2019,PSYCHOLOGY OF GENDER,rice university
3,SWGS 499 001,"Howe, Alyssa C.",gender,Full Term,Spring Semester 2019,RES STUDY WOMEN GENDER SXLTY,rice university
1.5,MGMT 561 001,"Schuler, Douglas A.",govern,MBA Term II,Spring Semester 2019,BUSINESS-GOVERNMENT RELATIONS,rice university
3,POLI 355 001,"Shalaby, Marwa M.",govern,Full Term,Spring Semester 2019,GOVERNMENT&POLITICS MID EAST,rice university
1,COLL 167 001,"Koh, Daniel",histor,Full Term - No WL Purge,Spring Semester 2019,THE HISTORY OF HIP HOP,rice university
3,ECON 365 001,"Lopez Alonso, Moramay",histor,Full Term,Spring Semester 2019,WORLD ECONOMIC HISTORY,rice university
3,HIST 203 001,"Wiener, Martin J.",histor,Full Term,Spring Semester 2019,DEEP HISTORY,rice university
3,HIST 223 001,"Domingues da Silva, Daniel B.",histor,Full Term,Spring Semester 2019,HISTORY OF MODERN AFRICA,rice university
3,HIST 233 001,"Zammito, John H.",histor,Full Term,Spring Semester 2019,HISTORY OF MODERN SCIENCE,rice university
3,HIST 239 001,"Sidbury, James",histor,Full Term,Spring Semester 2019,NATIVE AMERICAN HISTORY,rice university
3,HIST 244 001,"Ward, Kerry R.",histor,Full Term,Spring Semester 2019,MUSEUMS IN WORLD HISTORY,rice university
3,HIST 271 001,"Balabanlilar, Lisa A.",histor,Full Term,Spring Semester 2019,HISTORY OF SOUTH ASIA,rice university
3,HIST 332 001,"Suarez-Potts, William",histor,Full Term,Spring Semester 2019,AMERICAN LEGAL HISTORY,rice university
3,HIST 356 001,"Caldwell, Peter C.",histor,Full Term,Spring Semester 2019,"GERMAN HISTORY, 1945 - PRESENT",rice university
3,HIST 365 001,"Lopez Alonso, Moramay",histor,Full Term,Spring Semester 2019,WORLD ECONOMIC HISTORY,rice university
3,HIST 370 001,"Zammito, John H.",histor,Full Term,Spring Semester 2019,EUROPEAN INTELLECTUAL HISTORY,rice university
3,HIST 404 001,"Boles, John B.",histor,Full Term,Spring Semester 2019,HISTORY HONORS THESIS,rice university
3,HIST 455 001,"Wildenthal, Lora J.",histor,Full Term,Spring Semester 2019,THE HISTORY OF HUMAN RIGHTS,rice university
3,HIST 461 001,"Cohen, Gerard D.",histor,Full Term,Spring Semester 2019,WW II: A POLITICAL HISTORY,rice university
3,HIST 583 001,"Hall, Randal L.",histor,Full Term,Spring Semester 2019,SOUTHERN HISTORY,rice university
3,MLSC 561 001,"Balabanlilar, Lisa A.",histor,MLS Spring Session,Spring Semester 2019,HISTORY OF SOUTH ASIA,rice university
3,THEA 311 002,"Dickinson, Debra",histor,Full Term,Spring Semester 2019,HISTORY OF MUSICAL THEATRE,rice university
3,SOCI 301 001,"Turley, Ruth N.",inequ,Full Term,Spring Semester 2019,SOCIAL INEQUALITY,rice university
4,SOCI 470 001,"Whitehead, Ellen M.",inequ,Full Term,Spring Semester 2019,INEQUALITY AND URBAN LIFE,rice university
3,SOCI 349 001,"Werth, Robert J.",justic,Full Term,Spring Semester 2019,CRIME LAW JUSTICE IN POP CULT,rice university
3,CEVE 406 001,"Blackburn, James B.",law,Full Term,Spring Semester 2019,INTRO TO ENVIRONMENTAL LAW,rice university
3,ECON 239 001,"Warden, David E.",law,Full Term,Spring Semester 2019,LAW AND ECONOMICS,rice university
3,ENST 406 001,"Blackburn, James B.",law,Full Term,Spring Semester 2019,INTRO TO ENVIRONMENTAL LAW,rice university
3,MACC 502 001,"Butler, Lee Ann E.",law,MBA Full Term Spring,Spring Semester 2019,BUSINESS LAW FOR ACCOUNTANTS,rice university
1.5,MGMT 721 001,"Butler, Lee Ann E.",law,MBA Term II,Spring Semester 2019,BUSINESS LAW,rice university
1.5,MGMT 721 002,"Butler, Lee Ann E.",law,MBA Term I,Spring Semester 2019,BUSINESS LAW,rice university
1.5,MGMT 721 003,"Butler, Lee Ann E.",law,EMBA Term I,Spring Semester 2019,BUSINESS LAW,rice university
3,MUSI 405 001,"Gottschalk, Arthur W.",law,Full Term,Spring Semester 2019,MUSIC BUSINESS AND LAW,rice university
3,PHIL 316 001,"Keyes, Evelyn V.",law,Full Term,Spring Semester 2019,PHILOSOPHY OF LAW,rice university
3,POLI 321 001,"Cuthbertson, Gilbert M.",law,Full Term,Spring Semester 2019,AMER CONSTITUTIONAL LAW,rice university
3,RELI 109 001,"Stroup, John M.",law,Full Term,Spring Semester 2019,RELIGION AND LAW,rice university
3,SMGT 364 001,"Jones, Karen L.",law,Full Term,Spring Semester 2019,SPORT LAW,rice university
3,SMGT 364 002,"Jones, Karen L.",law,Full Term,Spring Semester 2019,SPORT LAW,rice university
3,SMGT 464 001,"Jones, Karen L.",law,Full Term,Spring Semester 2019,ADVANCED SPORT LAW,rice university
3,SOCI 349 001,"Werth, Robert J.",law,Full Term,Spring Semester 2019,CRIME LAW JUSTICE IN POP CULT,rice university
3,HIST 332 001,"Suarez-Potts, William",legal,Full Term,Spring Semester 2019,AMERICAN LEGAL HISTORY,rice university
3,PHIL 101 002,"Bradford, Gwendolyn M.",moral,Full Term,Spring Semester 2019,CONTEMPORARY MORAL ISSUES,rice university
3,PHIL 531 001,"Schroeder, Timothy A.",moral,Full Term,Spring Semester 2019,MORAL PSYCHOLOGY,rice university
3,CLAS 301 001,"Shaikh, Umer",philosoph,Full Term,Spring Semester 2019,ANCIENT & MEDIEVAL PHILOSOPHY,rice university
1,COLL 182 001,"Gandhi, Kutub S.",philosoph,Full Term - No WL Purge,Spring Semester 2019,PHILOSOPHICAL GAMES,rice university
3,MDEM 301 001,"Shaikh, Umer",philosoph,Full Term,Spring Semester 2019,ANCIENT & MEDIEVAL PHILOSOPHY,rice university
3,PHIL 100 002,"Miller, Brian T.",philosoph,Full Term,Spring Semester 2019,PROBLEMS OF PHILOSOPHY,rice university
3,PHIL 100 003,"Medeiros, Darren J.",philosoph,Full Term,Spring Semester 2019,PROBLEMS OF PHILOSOPHY,rice university
3,PHIL 105 002,"Saenz, Victor",philosoph,Full Term,Spring Semester 2019,HIST INTRO TO PHILOSOPHY,rice university
3,PHIL 202 001,"Miller, Brian T.",philosoph,Full Term,Spring Semester 2019,HIST OF PHILOSOPHY II,rice university
3,PHIL 301 001,"Shaikh, Umer",philosoph,Full Term,Spring Semester 2019,ANCIENT & MEDIEVAL PHILOSOPHY,rice university
3,PHIL 312 002,"Schroeder, Timothy A.",philosoph,Full Term,Spring Semester 2019,PHILOSOPHY OF MIND,rice university
3,PHIL 316 001,"Keyes, Evelyn V.",philosoph,Full Term,Spring Semester 2019,PHILOSOPHY OF LAW,rice university
3,PHIL 353 001,"Shaikh, Umer",philosoph,Full Term,Spring Semester 2019,PHILOSOPHY OF LANGUAGE,rice university
3,PHIL 512 001,"Siewert, Charles",philosoph,Full Term,Spring Semester 2019,SEMINAR PHILOSOPHY OF MIND,rice university
3,PHIL 542 001,"Morgan, Alexander D.",philosoph,Full Term,Spring Semester 2019,TOPICS IN PHILOSOPHY OF MIND,rice university
3,RELI 363 001,"Ogren, Brian E.",philosoph,Full Term,Spring Semester 2019,JEWISH PHILOSOPHY,rice university
3,RELI 567 001,"Ogren, Brian E.",philosoph,Full Term,Spring Semester 2019,JEWISH PHILOSOPHY,rice university
3,ASIA 489 001,"Lewis, Steven W.",polit,Full Term,Spring Semester 2019,CHINESE POLITICS,rice university
3,ECON 432 001,"Merlo, Antonio",polit,Full Term,Spring Semester 2019,POLITICAL ECONOMY,rice university
3,HIST 392 001,"Pollnitz, Aysha E.",polit,Full Term,Spring Semester 2019,PRE-MOD POLITICAL THOUGHT,rice university
3,HIST 461 001,"Cohen, Gerard D.",polit,Full Term,Spring Semester 2019,WW II: A POLITICAL HISTORY,rice university
1.5,MGMT 611 001,"Arnold, William M.",polit,MBA Term I,Spring Semester 2019,GEOPOLITICS OF ENERGY,rice university
1.5,MGMT 611 002,"Arnold, William M.",polit,EMBA Term I,Spring Semester 2019,GEOPOLITICS OF ENERGY,rice university
3,PHIL 327 001,"Morrison, Donald R.",polit,Full Term,Spring Semester 2019,HIST SOCIAL & POLITICAL PHILOS,rice university
3,POLI 210 001,"Alford, John R.",polit,Full Term,Spring Semester 2019,INTRO TO AMERICAN POLITICS,rice university
3,POLI 212 001,"Schwindt-Bayer, Leslie A.",polit,Full Term,Spring Semester 2019,INTRO TO COMPARATIVE POLITICS,rice university
1,POLI 307 001,"Schwindt-Bayer, Leslie A.",polit,Full Term,Spring Semester 2019,POLITICAL SCIENCE INTERNSHIP,rice university
3,POLI 310 001,"Alford, John R.",polit,Full Term,Spring Semester 2019,THE BIOLOGY OF POLITICS,rice university
3,POLI 334 001,"Rusk, Jerrold G.",polit,Full Term,Spring Semester 2019,AMERICAN POLITICAL PARTIES,rice university
3,POLI 348 0F1,"Marschall, Melissa J.",polit,Full Term,Spring Semester 2019,URBAN POLITICS LAB,rice university
3,POLI 355 001,"Shalaby, Marwa M.",polit,Full Term,Spring Semester 2019,GOVERNMENT&POLITICS MID EAST,rice university
3,POLI 378 001,"Stoll, Richard J.",polit,Full Term,Spring Semester 2019,POLITICS OF AMER NATL SECURITY,rice university
3,POLI 480 001,"Hayes, Matthew J.",polit,Full Term,Spring Semester 2019,SEM IN POLITICAL BEHAVIOR,rice university
3,POLI 489 001,"Lewis, Steven W.",polit,Full Term,Spring Semester 2019,CHINESE POLITICS,rice university
3,POLI 534 001,"Hamm, Keith E.",polit,Full Term,Spring Semester 2019,INTEREST GROUP&POLITICAL PARTY,rice university
3,POLI 568 001,"Jones, Mark P.",polit,Full Term,Spring Semester 2019,COMP POLITICAL INSTITUTIONS,rice university
3,POLI 594 001,"Hamm, Keith E.",polit,Full Term,Spring Semester 2019,DIR READING AMERICAN POLITICS,rice university
3,POLI 594 002,"Alford, John R.",polit,Full Term,Spring Semester 2019,DIR READING AMERICAN POLITICS,rice university
3,POLI 594 003,"Brace, Paul R.",polit,Full Term,Spring Semester 2019,DIR READING AMERICAN POLITICS,rice university
3,POLI 594 004,"Cuthbertson, Gilbert M.",polit,Full Term,Spring Semester 2019,DIR READING AMERICAN POLITICS,rice university
3,POLI 594 005,"Marschall, Melissa J.",polit,Full Term,Spring Semester 2019,DIR READING AMERICAN POLITICS,rice university
3,POLI 594 006,"Rusk, Jerrold G.",polit,Full Term,Spring Semester 2019,DIR READING AMERICAN POLITICS,rice university
3,POLI 594 007,"Stein, Robert M.",polit,Full Term,Spring Semester 2019,DIR READING AMERICAN POLITICS,rice university
3,POLI 594 008,"Wilson, Rick K.",polit,Full Term,Spring Semester 2019,DIR READING AMERICAN POLITICS,rice university
3,POLI 594 009,"Hayes, Matthew J.",polit,Full Term,Spring Semester 2019,DIR READING AMERICAN POLITICS,rice university
3,POLI 598 001,"Stevenson, Randolph T.",polit,Full Term,Spring Semester 2019,DIR READ-COMPARATIVE POLITICS,rice university
3,POLI 598 002,"Homola, Jonathan",polit,Full Term,Spring Semester 2019,DIR READ-COMPARATIVE POLITICS,rice university
3,POLI 598 003,"Jones, Mark P.",polit,Full Term,Spring Semester 2019,DIR READ-COMPARATIVE POLITICS,rice university
3,POLI 598 005,"Schwindt-Bayer, Leslie A.",polit,Full Term,Spring Semester 2019,DIR READ-COMPARATIVE POLITICS,rice university
1,POLI 599 001,"Stoll, Richard J.",polit,Full Term,Spring Semester 2019,TEACHING POLITICAL SCIENCE,rice university
2,AFSC 202 001,,power,Full Term,Spring Semester 2019,EVOLUTION OF AIR POWER II,rice university
2,AFSC 202 002,,power,Full Term,Spring Semester 2019,EVOLUTION OF AIR POWER II,rice university
1.5,MGMT 784 001,"Miles, Jonathan E.",power,EMBA Term IV,Spring Semester 2019,POWER & INFLUENCE IN ORGS,rice university
3,NAVA 103 001,"McSweeney, Thomas",power,Full Term,Spring Semester 2019,SEA POWER,rice university
3,HIST 208 001,"Smith, Sean M.",race,Full Term,Spring Semester 2019,RACE AND MEDICINE IN AMERICA,rice university
3,SOCI 309 001,"Considine, Craig M.",race,Full Term,Spring Semester 2019,RACE & ETHNIC RELATIONS,rice university
3,SOCI 389 001,"Bratter, Jenifer L.",race,Full Term,Spring Semester 2019,"RACE, GENDER, CLASS ON FILM",rice university
3,SOCI 544 001,"Brown, Tony N.",race,Full Term,Spring Semester 2019,RACE AND RACISM,rice university
3,ECON 452 001,"El-Gamal, Mahmoud A.",religi,Full Term,Spring Semester 2019,"RELIGION, ETHICS, & ECONOMICS",rice university
3,RELI 109 001,"Stroup, John M.",religi,Full Term,Spring Semester 2019,RELIGION AND LAW,rice university
3,RELI 124 001,"Clements, Niki K.",religi,Full Term,Spring Semester 2019,RELIGION & ART OF HAPPINESS,rice university
3,RELI 219 001,"Mayo, Benjamin J.",religi,Full Term,Spring Semester 2019,THE SUPERNATURAL AND RELIGION,rice university
3,RELI 294 001,"Stroup, John M.",religi,Full Term,Spring Semester 2019,RELIGION IN FICTION AND FILM,rice university
3,RELI 430 001,"Parsons, William B.",religi,Full Term,Spring Semester 2019,"RELIGION, PSYCHOLOGY & CULTURE",rice university
3,RELI 514 001,"Stroup, John M.",religi,Full Term,Spring Semester 2019,RELIGION IN FICTION AND FILM,rice university
3,RELI 584 001,"Parsons, William B.",religi,Full Term,Spring Semester 2019,"RELIGION, PSYCHOLOGY & CULTURE",rice university
3,SOCI 459 001,"Ecklund, Elaine H.",religi,Full Term,Spring Semester 2019,RELIGION AND PUBLIC LIFE,rice university
3,SOCI 559 001,"Ecklund, Elaine H.",religi,Full Term,Spring Semester 2019,RELIGION AND PUBLIC LIFE,rice university
.75,MGMP 560 001,"Windsor, Duane",respons,PMBA ILE 2,Spring Semester 2019,CORP SOCIAL RESPONSIBILITY,rice university
.75,MGMP 560 002,"Windsor, Duane",respons,PMBA ILE 2,Spring Semester 2019,CORP SOCIAL RESPONSIBILITY,rice university
.75,MGMT 560 001,"Windsor, Duane",respons,MBA .25 Term II or IV C,Spring Semester 2019,CORP SOCIAL RESPONSIBILITY,rice university
.75,MGMT 560 002,"Windsor, Duane",respons,MBA .25 Term II or IV C,Spring Semester 2019,CORP SOCIAL RESPONSIBILITY,rice university
3,HIST 455 001,"Wildenthal, Lora J.",right,Full Term,Spring Semester 2019,THE HISTORY OF HUMAN RIGHTS,rice university
2,MGMT 643 001,"Foote, Jill",right,MBA Full Term Spring,Spring Semester 2019,EQUITY PRACTICUM I WRIGHT FUND,rice university
2,MGMT 644 001,"Foote, Jill",right,MBA Full Term Spring,Spring Semester 2019,EQUITY PRACTICUM II WRIGHT FND,rice university
3,AFSC 402 001,,secur,Full Term,Spring Semester 2019,NATIONAL SECURITY AFFAIRS II,rice university
3,COMP 427 001,"Wallach, Dan S.
Dautenhahn, Nathan D.",secur,Full Term,Spring Semester 2019,INTRO TO COMPUTER SECURITY,rice university
3,COMP 541 001,"Wallach, Dan S.
Dautenhahn, Nathan D.",secur,Full Term,Spring Semester 2019,INTRO TO COMPUTER SECURITY,rice university
3,GLBL 525 001,"Ard, Michael J.",secur,Full Term,Spring Semester 2019,INTERNATIONAL SECURITY,rice university
3,POLI 378 001,"Stoll, Richard J.",secur,Full Term,Spring Semester 2019,POLITICS OF AMER NATL SECURITY,rice university
3,ANTH 201 001,"Mitchell, Beverly M.",social,Full Term,Spring Semester 2019,INTRO TO SOCIAL/CULTURAL ANTH,rice university
3,BUSI 464 001,"Schuler, Douglas A.",social,Full Term,Spring Semester 2019,SOCIAL ENTREPRENEURSHIP,rice university
1,COLL 108 001,"Shi, Eric L.",social,Full Term - No WL Purge,Spring Semester 2019,SURVIVOR: SOCIAL STRATEGIES,rice university
1,COLL 146 001,"Wickerson, Margaret G.",social,Full Term - No WL Purge,Spring Semester 2019,DESIGN FOR SOCIAL IMPACT,rice university
3,FWIS 176 001,"Campbell, Baird C.",social,First Year Writing,Spring Semester 2019,WRITING SOCIAL MEDIA,rice university
3,GLHT 464 001,"Schuler, Douglas A.",social,Full Term,Spring Semester 2019,SOCIAL ENTREPRENEURSHIP,rice university
.75,MGMP 560 001,"Windsor, Duane",social,PMBA ILE 2,Spring Semester 2019,CORP SOCIAL RESPONSIBILITY,rice university
.75,MGMP 560 002,"Windsor, Duane",social,PMBA ILE 2,Spring Semester 2019,CORP SOCIAL RESPONSIBILITY,rice university
.75,MGMT 560 001,"Windsor, Duane",social,MBA .25 Term II or IV C,Spring Semester 2019,CORP SOCIAL RESPONSIBILITY,rice university
.75,MGMT 560 002,"Windsor, Duane",social,MBA .25 Term II or IV C,Spring Semester 2019,CORP SOCIAL RESPONSIBILITY,rice university
1.5,MGMT 724 001,"Alvarez, Rafael",social,MBA Term II,Spring Semester 2019,SOCIAL ENTREPRENEURSHIP,rice university
3,PHIL 327 001,"Morrison, Donald R.",social,Full Term,Spring Semester 2019,HIST SOCIAL & POLITICAL PHILOS,rice university
3,POLI 501 001,"Stoll, Richard J.",social,Full Term,Spring Semester 2019,SOCIAL SCIENTIFIC THINKING II,rice university
3,PSYC 202 001,"Parsons, Sandra V.",social,Full Term,Spring Semester 2019,INTRO TO SOCIAL PSYCHOLOGY,rice university
3,SOCI 231 001,"Considine, Craig M.",social,Full Term,Spring Semester 2019,SOCIAL PROBLEMS,rice university
3,SOCI 301 001,"Turley, Ruth N.",social,Full Term,Spring Semester 2019,SOCIAL INEQUALITY,rice university
3,SOCI 380 001,"Besbris, Max",social,Full Term,Spring Semester 2019,SOCIAL THEORY,rice university
3,SOSC 464 001,"Schuler, Douglas A.",social,Full Term,Spring Semester 2019,SOCIAL ENTREPRENEURSHIP,rice university
1,COLL 194 001,"Lin, Max",societ,Full Term - No WL Purge,Spring Semester 2019,MUSIC AND SOCIETY,rice university
3,DSCI 305 001,"Roberto, Elizabeth M.",societ,Full Term,Spring Semester 2019,"DATA, ETHICS, AND SOCIETY",rice university
3,LING 205 001,"Niedzielski, Nancy A.",societ,Full Term,Spring Semester 2019,LANGUAGE AND SOCIETY,rice university
3,SOCI 364 002,"Considine, Craig M.",societ,Full Term,Spring Semester 2019,MUSLIMS IN AMERICAN SOCIETY,rice university
3,SWGS 205 001,"Niedzielski, Nancy A.",societ,Full Term,Spring Semester 2019,LANGUAGE AND SOCIETY,rice university
3,ANTH 623 001,"Ballestero, Andrea",valu,Full Term,Spring Semester 2019,VALUES AND VALUABLES,rice university
3,PHIL 535 001,"Yao, Vida",valu,Full Term,Spring Semester 2019,ADV TOPICS IN VALUE THEORY,rice university
3,ECON 479 001,"Barro, Jorge A.",polic,Full Term,Spring Semester 2019,ECONOMIC MODLG & PUBLIC POLICY,rice university
1.5,GLBL 514 001,"Djerejian, Edward",polic,1st Half of Full Term,Spring Semester 2019,M. EAST CAULDRON & U.S. POLICY,rice university
1.5,GLBL 515 001,"Barnes, James J.",polic,2nd Half of Full Term,Spring Semester 2019,CONTEMP. US FOREIGN POLICY,rice university
3,NSCI 511 001,"Matthews, Kirstin R.",polic,Full Term,Spring Semester 2019,"SCIENCE POLICY, AND ETHICS",rice university
3,POLI 338 001,"Stein, Robert M.",polic,Full Term,Spring Semester 2019,POLICY ANALYSIS,rice university
3,POLI 462 001,"Ambler, John S.",polic,Full Term,Spring Semester 2019,COMPARATIVE PUBLIC POLICY,rice university
3,POLI 472 001,"Morgan, T C.",polic,Full Term,Spring Semester 2019,AMERICAN FOREIGN POLICY,rice university
3,POLI 572 001,"Morgan, T C.",polic,Full Term,Spring Semester 2019,FOREIGN POLICY DECISION MAKING,rice university
3,SOSC 301 001,"Stein, Robert M.",polic,Full Term,Spring Semester 2019,POLICY ANALYSIS,rice university
3,BUSI 305 001,"Zufarov, Rustam",account,Summer Session 5,Summer Semester 2019,FINANCIAL ACCOUNTING,rice university
6,MACC 500 001,"Lansford, Benjamin N.",account,MBA Full Term Spring,Summer Semester 2019,INTERNSHIP IN ACCOUNTING,rice university
3,SMGT 350 901,"Haptonstall, Clark D.",ethic,Summer Session 3,Summer Semester 2019,SPORT ETHICS,rice university
3,GLBL 521 001,"Jones, Mark P.",fair,Summer Session 5,Summer Semester 2019,DIR READING IN GLOBAL AFFAIRS,rice university
1.5,MGMT 561 001,"Sauer, Nancy L.",govern,PMBA First Year 1,Summer Semester 2019,BUSINESS-GOVERNMENT RELATIONS,rice university
3,PHIL 101 002,"Porter, Allen C.",moral,Summer Session 5,Summer Semester 2019,CONTEMPORARY MORAL ISSUES,rice university
4,ECON 611 001,"Krane, James M.",polit,1st Half of Full Term,Summer Semester 2019,GEOPOLITICS OF ENERGY,rice university
